hour,day_of_week,month,is_weekend,is_rush_hour,is_night,is_monsoon,weather_main,road_type,is_junction,is_urban,is_highway,Year,Number of Vehicles Involved,Number of Casualties,Number of Fatalities,Speed Limit (km/h),Driver Age,year,target_binary
18.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2023,3,5,1,79,36,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2019,4,5,5,72,47,2025.0,0
19.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2018,2,3,3,81,18,2025.0,1
9.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2021,1,8,5,107,23,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2022,5,8,1,37,25,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2019,2,4,0,71,20,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2023,4,9,2,106,50,2025.0,1
11.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,3,6,4,103,52,2025.0,0
9.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2018,1,3,1,98,22,2025.0,0
23.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2022,1,9,1,84,50,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2020,2,3,3,113,69,2025.0,0
23.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2022,5,2,0,78,58,2025.0,1
7.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2023,4,7,1,44,59,2025.0,1
11.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,4,0,5,55,18,2025.0,0
6.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2022,2,2,2,120,46,2025.0,1
23.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2018,3,2,4,71,39,2025.0,1
11.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2018,4,2,5,49,49,2025.0,0
0.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2020,2,6,2,98,25,2025.0,0
12.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2022,3,10,3,70,39,2025.0,1
8.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2021,4,3,5,84,49,2025.0,0
23.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2018,5,6,5,101,25,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,1,7,5,111,65,2025.0,0
6.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,5,5,1,56,70,2025.0,0
1.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,2,10,3,49,64,2025.0,1
14.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,1,2,5,96,43,2025.0,0
23.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2020,3,9,0,79,19,2025.0,1
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,4,0,2,101,50,2025.0,0
5.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2020,3,10,3,97,63,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2021,1,2,0,100,56,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2022,4,2,1,104,61,2025.0,1
4.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2022,5,7,0,64,22,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2023,5,9,3,91,29,2025.0,1
23.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2022,4,8,3,64,54,2025.0,1
17.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2018,5,8,4,52,29,2025.0,1
20.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,5,8,1,65,67,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,1,8,0,107,67,2025.0,1
4.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,1,5,2,97,69,2025.0,1
10.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2022,1,3,0,115,29,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,1,6,3,89,33,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2023,1,0,3,89,34,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2023,1,5,0,34,42,2025.0,0
3.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2020,3,3,5,38,67,2025.0,0
2.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2020,5,6,4,99,60,2025.0,1
19.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2018,1,10,2,120,29,2025.0,1
0.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,5,10,0,76,70,2025.0,1
20.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2019,4,6,2,84,62,2025.0,1
18.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2019,2,9,5,49,51,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,4,10,2,109,27,2025.0,0
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,4,5,0,73,19,2025.0,1
11.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2021,4,6,0,79,52,2025.0,0
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,3,8,2,114,33,2025.0,1
3.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2019,4,4,0,78,38,2025.0,1
18.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2019,4,1,3,109,66,2025.0,1
23.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2023,2,8,5,51,40,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2022,1,5,3,76,42,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2022,5,3,1,92,18,2025.0,0
19.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2019,3,8,2,49,64,2025.0,0
13.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2020,1,3,0,50,29,2025.0,0
17.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2021,1,4,4,43,52,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2020,5,1,3,40,66,2025.0,0
11.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,1,6,1,33,28,2025.0,0
21.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2018,5,3,4,104,23,2025.0,0
4.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2022,5,10,2,95,18,2025.0,0
18.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2023,2,6,1,31,20,2025.0,1
21.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,5,9,2,75,21,2025.0,1
7.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2020,4,10,5,81,50,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2018,5,9,3,38,63,2025.0,0
11.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2019,1,9,0,105,61,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,2,4,0,51,39,2025.0,1
2.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,5,10,4,58,54,2025.0,1
15.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2019,1,4,3,112,37,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2021,2,4,4,72,24,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2018,5,1,1,49,35,2025.0,1
11.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,1,7,1,82,41,2025.0,1
14.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2021,4,2,2,37,49,2025.0,1
14.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2021,4,9,1,103,58,2025.0,1
9.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2021,4,7,1,113,50,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2021,1,8,2,99,56,2025.0,0
9.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2021,2,8,0,82,57,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2021,1,3,0,95,19,2025.0,1
13.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2020,2,3,0,57,29,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2021,3,7,5,33,63,2025.0,0
8.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2021,2,0,3,32,43,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2019,5,8,4,117,37,2025.0,1
13.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2018,4,0,1,69,27,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2023,2,7,1,32,19,2025.0,1
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,3,6,1,80,54,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2018,1,10,0,89,42,2025.0,1
9.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2022,1,0,3,53,63,2025.0,0
15.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,2,4,2,66,69,2025.0,1
0.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2021,5,3,2,96,57,2025.0,1
18.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2019,2,8,2,67,64,2025.0,1
9.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2023,5,0,5,37,50,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2022,4,4,3,31,50,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2023,4,5,3,42,43,2025.0,0
13.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,3,1,1,34,58,2025.0,1
12.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2022,4,6,3,51,47,2025.0,1
20.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,2,7,0,54,57,2025.0,1
7.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2023,4,2,2,93,57,2025.0,1
13.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2020,2,7,4,62,54,2025.0,0
2.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2020,1,6,3,70,65,2025.0,1
14.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2019,1,3,1,62,62,2025.0,1
21.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2021,4,6,5,65,61,2025.0,1
20.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,5,10,0,103,19,2025.0,0
22.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2020,5,6,4,105,61,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2020,5,6,3,33,29,2025.0,1
12.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2022,2,10,4,117,51,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2022,3,5,1,51,56,2025.0,0
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,4,7,3,94,39,2025.0,1
17.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2021,4,2,0,45,36,2025.0,1
11.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2021,3,1,3,57,60,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2019,3,8,0,99,29,2025.0,1
14.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2022,1,1,5,61,59,2025.0,1
8.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2023,2,10,1,98,44,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2023,5,5,3,79,47,2025.0,0
9.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2020,4,1,3,70,65,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2019,4,5,4,63,65,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2023,4,1,5,95,18,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2021,1,10,0,35,70,2025.0,1
20.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2019,5,2,4,103,64,2025.0,0
7.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2020,2,8,1,45,62,2025.0,0
18.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2022,4,6,0,112,47,2025.0,1
15.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,5,10,3,83,68,2025.0,1
22.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2022,3,8,0,87,18,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2018,4,2,3,100,67,2025.0,0
16.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2018,1,6,1,92,18,2025.0,1
15.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2021,5,2,2,93,43,2025.0,0
23.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2020,5,9,0,103,56,2025.0,0
22.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2023,2,7,1,65,65,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,1,9,1,72,29,2025.0,1
10.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2021,2,1,3,97,19,2025.0,1
22.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2019,3,3,5,47,20,2025.0,0
3.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2020,1,7,3,37,24,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,2,10,4,103,51,2025.0,0
8.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2023,4,1,0,102,27,2025.0,1
7.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,2,9,2,39,43,2025.0,1
23.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2020,5,1,3,45,66,2025.0,1
1.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2021,4,7,4,119,56,2025.0,0
20.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,5,6,4,115,48,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2020,5,7,5,69,56,2025.0,1
9.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2022,1,8,1,67,21,2025.0,1
3.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2020,5,7,2,82,55,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2022,3,10,3,86,30,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,5,1,2,43,43,2025.0,1
16.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,1,0,0,111,25,2025.0,0
22.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2018,5,8,0,99,46,2025.0,0
20.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,5,8,4,53,18,2025.0,0
17.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2019,3,5,4,36,69,2025.0,0
3.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2021,3,5,0,72,43,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2018,4,1,3,119,23,2025.0,1
13.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2022,3,6,4,110,70,2025.0,1
21.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2020,1,3,1,58,70,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2021,1,0,2,111,36,2025.0,1
14.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,5,8,2,90,39,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,2,2,4,34,23,2025.0,0
18.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2020,2,8,4,54,47,2025.0,1
14.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2022,2,5,5,110,23,2025.0,1
11.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2023,3,9,5,100,47,2025.0,1
1.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2021,1,1,3,107,62,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,5,0,1,109,31,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,1,4,1,34,19,2025.0,1
3.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,3,3,3,49,30,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2019,3,6,0,53,21,2025.0,0
16.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,3,6,1,119,63,2025.0,0
17.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2022,2,2,4,56,22,2025.0,1
7.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2022,2,1,3,73,28,2025.0,1
1.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2020,4,10,2,89,58,2025.0,1
7.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2020,5,9,4,60,70,2025.0,1
23.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2019,5,5,3,59,32,2025.0,1
0.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2023,4,7,0,103,70,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2023,2,0,0,48,18,2025.0,1
20.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2023,1,9,1,90,19,2025.0,1
7.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2022,4,5,5,41,45,2025.0,1
17.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2021,1,4,4,98,35,2025.0,1
9.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2020,1,0,4,30,23,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,4,4,1,40,70,2025.0,1
13.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2019,4,5,1,32,47,2025.0,0
3.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,1,7,4,51,54,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,4,2,1,89,41,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2022,5,6,0,55,23,2025.0,0
2.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2019,5,9,4,102,34,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,2,7,4,37,61,2025.0,0
9.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2021,2,10,3,84,40,2025.0,0
3.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2020,5,0,5,43,69,2025.0,1
13.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2022,3,5,5,73,51,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2020,2,9,1,41,22,2025.0,1
4.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,4,2,0,119,59,2025.0,1
13.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,4,8,2,110,70,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2021,3,8,0,75,49,2025.0,0
4.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2021,1,10,3,106,34,2025.0,0
11.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,3,5,4,58,66,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2020,1,8,2,120,56,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,2,9,2,63,57,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2022,4,8,5,111,21,2025.0,0
2.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2018,5,5,0,89,23,2025.0,0
15.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2021,2,1,0,58,35,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2023,4,10,2,45,65,2025.0,1
11.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2021,4,0,3,53,22,2025.0,0
19.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2018,4,2,3,110,50,2025.0,1
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,5,9,4,73,19,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,5,7,5,69,21,2025.0,1
16.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2019,3,0,3,39,45,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2021,5,3,2,66,35,2025.0,1
7.0,5.0,10.0,1,1,0,0,Storm,urban,0,1,0,2021,5,5,1,116,37,2025.0,0
9.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2023,5,7,5,44,21,2025.0,0
0.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,5,8,0,49,49,2025.0,0
5.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2018,4,1,0,32,58,2025.0,0
1.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2023,1,2,3,44,59,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2018,5,3,5,105,56,2025.0,1
4.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2020,1,5,5,106,28,2025.0,0
21.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2021,1,0,2,41,50,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2022,2,4,1,33,18,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2018,3,5,0,120,53,2025.0,1
17.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2019,1,3,4,36,51,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2022,4,1,5,38,54,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2019,3,3,0,90,48,2025.0,1
7.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2018,1,4,0,70,30,2025.0,1
13.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2019,5,10,5,100,69,2025.0,1
23.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,3,2,2,65,52,2025.0,1
0.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2022,3,9,3,103,60,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2018,2,0,0,58,45,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2018,5,1,1,40,57,2025.0,1
15.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,2,5,5,45,44,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2019,5,0,5,76,53,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,4,5,1,91,69,2025.0,1
15.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2020,1,8,5,49,51,2025.0,0
22.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,5,2,5,35,29,2025.0,1
10.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2022,5,2,4,74,44,2025.0,1
8.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2019,3,8,5,103,62,2025.0,1
7.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2023,4,2,4,88,23,2025.0,0
1.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2019,4,6,4,112,62,2025.0,0
6.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2023,1,5,3,64,22,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2023,1,2,3,93,60,2025.0,1
23.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2018,2,4,3,92,63,2025.0,0
21.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2020,3,6,0,39,54,2025.0,0
13.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,4,9,4,49,53,2025.0,1
14.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2019,4,8,0,110,50,2025.0,1
22.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2018,3,4,0,112,62,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2023,3,0,3,61,61,2025.0,1
10.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,2,5,4,46,44,2025.0,1
14.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2023,4,6,0,34,53,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2019,1,6,5,78,54,2025.0,0
22.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2019,4,2,5,48,18,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2019,2,9,3,106,70,2025.0,1
3.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2018,2,5,3,69,64,2025.0,1
9.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2018,1,10,0,115,49,2025.0,0
16.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,1,0,4,35,57,2025.0,1
9.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2023,1,10,0,119,25,2025.0,0
0.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2023,5,4,3,62,55,2025.0,1
20.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2021,3,6,3,97,38,2025.0,0
19.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2022,3,3,0,32,48,2025.0,0
7.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2021,5,1,5,95,62,2025.0,0
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,4,8,0,68,50,2025.0,1
11.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2023,3,4,1,32,46,2025.0,1
18.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2023,1,9,1,71,54,2025.0,0
8.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2019,2,9,1,58,46,2025.0,1
7.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2020,3,4,2,42,25,2025.0,1
10.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2023,5,7,2,62,25,2025.0,0
14.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,3,0,3,96,32,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2021,3,5,0,81,48,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2021,4,4,2,120,33,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2019,5,7,4,77,49,2025.0,1
